# License: Open Database License 1.0
# This data genderLKMLHicss2015.tsv is made available under the 
# Open Database License: http://opendatacommons.org/licenses/odbl/1.0/. 
# Any rights in individual contents of the database are licensed under the 
# Database Contents License: http://opendatacommons.org/licenses/dbcl/1.0/ 
#
# filename: genderLKMLHicss2015.tsv
# explanation: 
# This data set is part of a larger group of data sets
# described in the paper below, and hosted on the FLOSSmole.org site. 
#
# fields:
# group: this is the software project
# medium: this is the type of communication artifact (irc or email)
# date: 
# markmail permalink:
# message: the line with the gender stereotype
#
# Please cite the paper and FLOSSmole as follows:
#
# Citations:
# Squire, M. & Gazda, R. (2015). FLOSS as a source for profanity 
# and insults: Collecting the data. In Proceedings of 48th 
# Hawai'i International Conference on System 
# Sciences (HICSS-48). IEEE. Hawaii, USA. 5290-5298.
#
# Howison, J., Conklin, M., & Crowston, K. (2006). FLOSSmole: A 
# collaborative repository for FLOSS research data and analyses. 
# International Journal of Information Technology and Web 
# Engineering, 1(3), 17–26.
# 
group	medium	Date	markmail permalink	Message
lkml	email	1/14/2002 11:50:13	http://markmail.org/message/rkp6mfhnlmct32df	Tillie's nephew Melvin is a junior-grade geek. He's working his way through college doing website administration for small businesses. He doesn't know C, but he can hack his way around Perl and a little PHP, and he can type "configure; make". He's been known to wear a penguin T-shirt.
lkml	email	1/14/2002 11:51:46	http://markmail.org/message/72nrulxn3w2gq2qq	If she installed Linux herself, today, then she's not Aunt Tillie. She's "my Aunt Tillie who's something of a computer hobbyist, and not afraid to install a Unix-like OS on her PC alongside (or instead of) Windows". That's a _whole_ different ballgame -- and if she can do that, then she's fully capable of reading a little bit and answering some yes/no questions to compile a kernel.
lkml	email	1/14/2002 12:30:24	http://markmail.org/message/d255e3frzvlvjevu	I don't want to get into whether this is an appropriate thing to make easily accessible to good ol' Aunt Tillie.
lkml	email	1/14/2002 14:34:01	http://markmail.org/message/wy2zomailmpynvzv	Therefore I try to stay focused on Aunt Tillie even though I know that you are objectively correct and her class of user is likely not to build kernels regularly for some years yet.
lkml	email	1/14/2002 14:41:13	http://markmail.org/message/lep5d2fhte76rapw	Aunt Tillie doesn't even have to _know_ she needs a better VM.
lkml	email	1/14/2002 16:46:28	http://markmail.org/message/mwh64evqtemnhyl5	We (yes, we) should make sure Aunt Tillie doesn't ever have to build a kernel, ever.
lkml	email	1/14/2002 16:51:35	http://markmail.org/message/m6rxghto3eiowlvz	This one also includes some more experimental bits, Aunt Tillie may want to give this one a miss.
lkml	email	1/14/2002 18:22:17	http://markmail.org/message/uxlp3ewq7t72mrzl	Requiring Aunt Tillie to configure/compile her kernel is a *failure* on the part of the vendor. It doesn't matter whether Aunt Tillie is really Aunt Tillie or your local MSCE. They should not have to do it.
lkml	email	1/14/2002 18:36:19	http://markmail.org/message/ijl76xf4qicgoqyx	A good many readers of linux-kernel don't want to start seeing posts from Aunt Tillie and would rather leave this ease of use issue to the distributions that already make it easy as pie.
lkml	email	1/15/2002 1:13:52	http://markmail.org/message/qagcpvuzpk3h6ofn	We don't expect Aunt Tillie to write kernel drivers for her knitting machine. She (and we) expect(s) someone else to do that for her.
lkml	email	1/15/2002 2:04:59	http://markmail.org/message/7mnkr3bon6dgewys	Please do remember the horrors of some of the "latest stable" kernels, and think thrice before you inflict same on poor Aunt Tillie.
lkml	email	1/15/2002 2:59:54	http://markmail.org/message/f7phb45ftb7mu7ew	But 99.9% of Aunt Tillies won't need anything else. To have _everybody_ go through a lot of pain for the sake of 0.02% of Linux users is silly. Better let Nephew Mervin keep the junkheap, and give Tilly a new machine for her birthday.
lkml	email	1/15/2002 4:29:36	http://markmail.org/message/uzw5wppb34xin5ax	Ok, Grandpa Willie only cares about support for his doodad. Why do you conclude that he should never build a kernel?
lkml	email	1/15/2002 5:16:53	http://markmail.org/message/l5x6wmhxsxvj3svc	Anyway, the target of Linux changes. If was a toy for hacker 10 year ago, maybe in future will be the toy for Aunt Tillies.
lkml	email	1/15/2002 5:26:48	http://markmail.org/message/ham6c64fka4jdvot	No, it would be tested on Aunt Tillie's PC, which she brought in for upgrading (she's not going to unscrew the case and put a new card in herself, is she), and which the drone has never seen before and didn't necessarily sell her in the first place.
lkml	email	1/15/2002 15:44:34	http://markmail.org/message/k2qoeem2lt7bp2vv	Aunt Tillie is a side issue. She's going to continue to run Windows until Linux comes preinstalled on her new computer, or until somebody ELSE installs it for her and does an awful lot of hand holding. And what she probably really WANTS is an iMac. :)
lkml	email	1/15/2002 17:28:51	http://markmail.org/message/zqnshzcfi3b4e4vi	Aunt Tillie doesnt know what exim is
lkml	email	2/15/2002 15:25:44	http://markmail.org/message/lv6nqbmcbue2hfpu	Aunt Tillie is NOT the initial target audience.
lkml	email	2/15/2002 15:36:14	http://markmail.org/message/csmy2h5stkta2s5u	Aunt Tillie's opinion doesn't count.
lkml	email	2/18/2002 14:30:53	http://markmail.org/message/djcsaobyk2ijdbsb	Could you explain in very simple terms, suitable for Aunt Tillie (ok, not *that* simple) how the continued fraction works...
lkml	email	3/11/2002 7:29:34	http://markmail.org/message/elaxv7or6bvoskr6	Requiring Aunt Tillie to configure/compile her kernel is a *failure* on the part of the vendor. It doesn't matter whether Aunt Tillie is really Aunt Tillie or your local MSCE. They should not have to do it.But some people, the Aunt Tillie types, were always tripping over their shoelaces and unintentially deleting files.
lkml	email	4/27/2002 10:01:42	http://markmail.org/message/k6zarakfe5ra6jus	Aunt Tillie try to insmod a binary-only module on production server
lkml	email	5/7/2002 17:09:45	http://markmail.org/message/qv6b43tehteifxaa	I am not aiming for Aunt Tillie's level but kbuild 2.4 has proven that relying on human action does not work, even for people who understand computers.
lkml	email	6/3/2002 10:23:58	http://markmail.org/message/h2ylmngp73pae3ih	And even Aunt Tillie could maintain kbuild-2.5....
lkml	email	7/2/2002 8:52:57	http://markmail.org/message/dzr35v5bgavdvkgl	Removable modules would be a "kernel hacking" option, still available to people developing drivers and such. Aunt Tillie would no longer be able to remove modules from her kernel, but that's not likely to bother her too much...
lkml	email	7/25/2002 13:15:59	http://markmail.org/message/mmprtred3d6e7ecj	Aunt Tillie is, after all, a non-coder. She was just barely able to configure the kernel thanks to CML2. If Penelope hadn't been helped out by the creepy guy and the good looking guy she wouldn't even have started emacs.
lkml	email	8/1/2002 11:29:06	http://markmail.org/message/osti25q322y3d266	But it shouldn't be that easy, that Aunt Tillie starts submitting feature patches without understanding the whole picture ;-)
lkml	email	9/15/2002 17:32:04	http://markmail.org/message/t2s6vqpzlbksyio4	Now, the productivity of the head developers/integrators is as high as the average quality of the patches they get. If Aunt Tillie and her sisters get a kernel debugger and start spewing off "Set to a random non-NULL value so it doesn't crash" patches kernel development will grind to a halt.
lkml	email	10/10/2002 10:31:49	http://markmail.org/message/rp4zliksz6ripfko	The kernel is written for people with a clue. For people without a clue, they should use a vendor kernel or ESR's Aunt-Tillie-friendly system.
lkml	email	1/29/2003 2:18:46	http://markmail.org/message/pb6xpep2j4ajag3i	There are published programs that do the fiddling automatically, no expertise needed. Just as Aunt Tillie is able to use Linux without the slightest clue about what goes on inside...
lkml	email	5/7/2003 2:06:38	http://markmail.org/message/44imyqnv6clgm4hp	And you go try explain to aunt Tillie why RH can't include driver XYZ for her fizzie-whizzie USB gadget while Linus does
lkml	email	5/17/2003 20:52:45	http://markmail.org/message/l4wxnef2nhid2gx5	Aunt Tillie will eventually learn that this strange sentence means that, even if the thing doesn't work when she attaches it to her PC, her nephew will be able to make it work for her. And in a few years, when she buys a new PC with a new distribution, there will probably already be a driver included. What else could she ask for ?
lkml	email	5/27/2003 10:55:42	http://markmail.org/message/d6fzso3t2ow732em	My expectation is that we aren't going to make kernel configuration safe for Aunt Tillie anytime in the near future.
lkml	email	5/27/2003 12:46:05	http://markmail.org/message/l3fpkkif5624x57w	This will look alot better and be more easily understood, by Aunt Tillie or even an aware kernel hacker.
lkml	email	8/22/2003 9:37:38	http://markmail.org/message/qs5qardeh2rvzhre	Btw, could we please get a consensus on what CONFIG_EMBEDDED is supposed to mean? It was introduced to allow compiling code out for special cases that normal userspace should be able to rely on like epoll and futexes but people seem to use it as an Aunt Tillie guard these days..
lkml	email	8/22/2003 10:05:01	http://markmail.org/message/n4ohnvn4uut4dm63	What about two new options to replace the old CONFIG_EMBEDDED? - CONFIG_AUNT_TILLIE - for this kind of shoot yourself in the foot  protection and - CONFIG_NONSTD_ABI - for the original sense of a kernel so limited   that parts of the usual userland ABI may disappear
lkml	email	4/28/2004 6:52:54	http://markmail.org/message/d2mbccan3t7kyh4q	Can we please take Aunt Tillie out to the firing squad? This hacking around with the Kconfig files to make X86 life simple is causing _real_ bugs for other architectures.
lkml	email	4/28/2004 7:36:10	http://markmail.org/message/xntczeipkeka2gv7	But then, we are catering for Aunt Tillie and not providing something with a logical structure... 8/
lkml	email	7/23/2004 3:00:39	http://markmail.org/message/lopxwdgi43yiskgz	I'd be interested to see examples of how these tools help regular sys admins or technically inclined users (no Aunt Tillie compatibility required) -- IMO that would go a long way to make a case for inclusion [1].
lkml	email	8/11/2004 16:26:02	http://markmail.org/message/mgrhsfuhrunyhgve	Aunt Tillie's gonna fscking _love_ this :)
lkml	email	8/13/2004 4:06:33	http://markmail.org/message/zh4tojyw7zk4ajlf	Please use normal dependency whereever possible and use select in such cases only as exception and with very good reason. Making kernel configuration easier for aunt Tillie is not such reason.
lkml	email	8/28/2004 16:14:31	http://markmail.org/message/5ftbwos5agkrgjku	If it weren't so, everybody and Aunt Tillie would just carry .ext3's around, and would wonder what the heck all this fuss is about.
lkml	email	9/3/2004 12:17:27	http://markmail.org/message/5ebbi2u63e2uxzev	Great. Now you just need to convince everybody and Aunt Tillie to use that same format.
lkml	email	4/1/2005 9:27:35	http://markmail.org/message/kvufkxtzj5oo5dmb	Anything like this that can be accessed by plain users (not root) is inherently dangerous. It is for a reason that only root can increase the priority of a process. If you allow reniceing and place some kind of limit on it, even Aunt Tillie will run her programs with priority maxed out, and we are back were we are today.
lkml	email	12/2/2005 6:43:23	http://markmail.org/message/6bxa4fhbt5mpuz4r	So can we please stop this likely/unlikely expiry nonsense? It's great if you want to tell aunt Tillie about kernel hacking, but it's terrible advice to kernel programmers.
lkml	email	12/2/2005 7:41:19	http://markmail.org/message/7zeoqfyopck6ovqf	The fact that the likely/unlikely stuff is easy to tell aunt Tillie is precisely what makes it useful to tell kernel hackers with a half-million other things on their minds.
lkml	email	8/24/2006 8:44:11	http://markmail.org/message/c5fvuzmqwvohccqt	Please. no. CONFIG_EMBEDDED was a bad idea in the first place -- its sole purpose is to pander to Aunt Tillie.
lkml	email	8/24/2006 8:57:51	http://markmail.org/message/zzadi5pjqfhy3fg7	It's not for Aunt Tillie. It's for an average system administrator who compiles his own kernel.
lkml	email	8/24/2006 9:09:03	http://markmail.org/message/iuij7shxdvme4ahb	That's the difference between Aunt Tillie and a system administrator: A system administrator knows which filesystems he wants to use.
lkml	email	8/24/2006 10:15:40	http://markmail.org/message/dnmgumwyafj2zgfs	Increasingly, these days, that approach has been failing due to all this Aunt Tillie crap.
lkml	email	8/24/2006 10:48:21	http://markmail.org/message/4zzldy7zcubepged	If you _ever_ catch me getting confused because I'm trying to build an ISDN driver and I can't work out that in order to do this, I might need to first enable CONFIG_ISDN, then I promise you I will change my name by deed poll to 'Aunt Tillie'.
lkml	email	8/31/2006 17:14:54	http://markmail.org/message/3aeuv45g5on2ipbh	No, it means that we're pandering to Aunt Tillie.
lkml	email	8/31/2006 17:48:29	http://markmail.org/message/xjzpvzd4w4fvg3vv	But David, you edit .config anyway, so who is "make *config" for? Not that I want enable Tillie very much..
lkml	email	8/31/2006 18:27:04	http://markmail.org/message/u55cttulsp5kgxlx	So "make *config" certainly isn't optimised for me, although of course I do have to use it. It seems to be increasingly optimised for Aunt Tillie.
lkml	email	8/31/2006 18:46:39	http://markmail.org/message/llkpm445lgcw3fw2	The vast majority of konfig user who might have a master in computer science (like our Aunt Tillie has) but aren't kernel hackers have different needs from kernel hackers.
lkml	email	2/5/2007 5:34:25	http://markmail.org/message/7pfnmdehzyugaydp	If ESR's Aunt Tillie _really_ needs to configure a new kernel for her $100 laptop, but she lacks the wit to realise that she might need to ask for NAND flash support if she wants to be able to enable the NAND flash controller, then I really couldn't care less. ... Personally, I'm quite happy to tell Aunt Tillie to go screw herself and for that guidance to be to _never_use 'select'.
lkml	email	2/5/2007 7:56:04	http://markmail.org/message/vre4rtpjrbhjexkr	I think the right solution is not to be ambivalent towards the needs of aunts, but to extend the Kconfig language (and/or tools surrounding it) to be able to activate an inactive config entry by automatically selecting all its required dependencies.
lkml	email	2/5/2007 8:17:21	http://markmail.org/message/qblh37sl5jtajrp6	yes, in the example above i only outlined that the problem is real and not limited to Aunt Tillie's.
lkml	email	2/5/2007 13:39:24	http://markmail.org/message/ndddpmlti6zd5xim	No, really. Eric's Aunt Tillie can go screw herself backwards with a chainsaw. I care about _my_ use of configuration, and mostly my requirement is that I want to turn something _off_ either because it doesn't work, or I want it modular so I can hack on it, or because I'm trying to cut down kernel size and I don't want it.
lkml	email	2/5/2007 15:21:11	http://markmail.org/message/pubtb5omtfxlqysd	The other reason that a bunch of us are objecting is because we seem to be doing this for very little real benefit -- if we wanted to pander to Aunt Tillie, we could have done it in the tools.
lkml	email	2/5/2007 15:32:04	http://markmail.org/message/w56crsrn7acydooj	You talk about "Aunt Tillie". Don't talk about Aunt Tillie. Dammit! Talk about ME! And talk about the kinds of people we *want* to compile the kernel: people who may be entirely regular users, but people who want to help us debug things by testing the -rc1 release. Those people are IMPORTANT. You belittling the whole concept just makes you look like an ass.
lkml	email	2/6/2007 7:33:50	http://markmail.org/message/4rhehmnxslm56zo3	I'd be quite happy to see CONFIG_EMBEDDED separated entirely from the "advanced/expert/screwing aunt tillie" selection menu, or whatever we're choosing to call it these days.
lkml	email	9/9/2007 14:11:21	http://markmail.org/message/33hiiaagafrmjzci	Our Kconfig system is for people who already know the kernel, not Aunt Tillie.
lkml	email	11/10/2007 2:13:01	http://markmail.org/message/5mwgdpknk6udvwye	Let's check who the "people" affected are: Aunt Tillie isn't affected since she doesn't compile her own kernel.
lkml	email	12/14/2007 16:02:11	http://markmail.org/message/d42b66lj4ea232dm	We are not talking about Aunt Tillie, "system administrator" is the use case that might cover this (quite diverse) group of users best.
lkml	email	1/5/2008 15:21:51	http://markmail.org/message/rdcb2uzamrwfbtlq	For Aunt Tillie cases, "select" makes sense. For other cases, I'd argue that it makes sense for config users to know when they do something that causes an entire subsystem to be added to their kernel (like SCSI or NET).
lkml	email	1/5/2008 15:45:18	http://markmail.org/message/r3enzlkuabt3nduw	We are not talking about Aunt Tillie [1] since she anyway does not build her own kernel.
lkml	email	1/27/2008 21:32:34	http://markmail.org/message/otwqfn5cqwaelsii	Generally "user" refers to Aunt Tillie sitting at the keyboard.
lkml	email	6/6/2008 18:07:23	http://markmail.org/message/6ayeyqaxvveijkfs	The sentence "when no swap space exists." a) lacks capitalisation and b) makes no sense. The paramedics are caring for Aunt Tillie.
lkml	email	7/3/2008 11:55:39	http://markmail.org/message/jkqbl74ktazx2cbo	You're getting into Aunt Tillie territory, when you complain about that.
lkml	email	7/3/2008 12:30:44	http://markmail.org/message/mksz2aq3ect5wkql	1) Several of the highest-up maintainers are Aunt Tillies. or 2) This is sufficiently subtle and complicated that far more experienced people than Aunt Tillie will Get It Very Wrong.
lkml	email	7/3/2008 13:54:13	http://markmail.org/message/wc5be6r5v45dl4d3	But this change preserves the property, for now, that the fixes to make older drivers use request_firmware() introduce _no_ "regressions" when Aunt Tillie runs 'make oldconfig' and accepts the defaults without looking at what she's doing.
lkml	email	7/3/2008 14:42:50	http://markmail.org/message/6onwftemoq6whhf6	The Aunt Tillie answer would definitely be 'yes', although that means it requires root privs; like modules_install does.
lkml	email	7/31/2008 11:26:31	http://markmail.org/message/hemirmtlistg2dr3	What proportion of the X servers out there did we just break? Was the crash I saw due to this? Where would I (Aunt Tillie running FC5) go to find out how to fix my machine up again? 
lkml	email	7/31/2008 11:34:18	http://markmail.org/message/2kxhbd5ygeczlre4	What is Aunt Tillie doing compiling her own kernels on FC5? You OTOH managed to get an answer fairly quickly ;)
lkml	email	7/31/2008 12:20:10	http://markmail.org/message/sudbh5bakucivqsu	If you want to test 2.6.27-rc1-mm1, but your Synaptics pad is making X crash immediately, and like Aunt Tillie and me you're more comfortable patching your kernel than messing around in your userspace, then reverting back from 768 to 512 keys should help.
lkml	email	9/8/2008 14:29:34	http://markmail.org/message/mwt4kjz33o24f4mj	Kconfig is not about letting Aunt Tillie configure kernels without being able to shoot herself in the foot.
lkml	email	9/8/2008 14:37:17	http://markmail.org/message/lud423nbsstvdqbr	This isn't Aunt Tillieism, this is called common sense.
lkml	email	2/20/2009 22:19:52	http://markmail.org/message/wkybaxdhvq3z3uq6	So HOTPLUG, INPUT, FW_LOADER, etc. should not be modified by Aunt Tillie, but you and I can play with them.
lkml	email	3/4/2010 13:22:53	http://markmail.org/message/yrz24ep4mjweubnp	Does it have sufficient context for people to be able to understand what it means, and which subsystem it's referring to? If you phone your Aunt Tillie and tell her "CPB: on", will she understand what you mean?
lkml	email	6/2/2010 12:28:37	http://markmail.org/message/76ms3w7hlzkfxv7r	And the big vague general issue: where's the value? What does all this code buy us? Why would we want to include it in Linux? When Aunt Tillie unwraps her shiny new kernel, what would she notice was different?
lkml	email	6/24/2011 7:44:43	http://markmail.org/message/jjv7xt6ialuixyso	If you want the Aunt Tillie "configure for my machine" option, that's something different. And uninteresting.
