# Author: Squire, M. & Gazda, R.
# License: Open Database License 1.0
# This data 2012LTinsultsLKML.tsv.txt is made available under the 
# Open Database License: http://opendatacommons.org/licenses/odbl/1.0/. 
# Any rights in individual contents of the database are licensed under the 
# Database Contents License: http://opendatacommons.org/licenses/dbcl/1.0/ 
#
# filename: 2012LTinsultsLKML.tsv.txt
# explanation: 
# This data set is part of a larger group of data sets
# described in the paper below, and hosted on the FLOSSmole.org site. 
# Contains insults gleaned from messages sent to the LKML mailing list by 
# Linus Torvalds during the year 2012
#
# fields:
# date: this is the date the original email was sent
# markmail permalink: this is a permalink to the email on markmail (for easy reading)
# type: this is our code for what type of insult this is
# mail excerpt: this is the fragment of the email containing the insult(s). 
# Ellipses (...) have been added where necessary.
#
# Please cite the paper and FLOSSmole as follows:
#
# Citations:
# Squire, M. & Gazda, R. (2015). FLOSS as a source for profanity 
# and insults: Collecting the data. In Proceedings of 48th 
# Hawai'i International Conference on System 
# Sciences (HICSS-48). IEEE. Hawaii, USA. 5290-5298
#
# Howison, J., Conklin, M., & Crowston, K. (2006). FLOSSmole: A 
# collaborative repository for FLOSS research data and analyses. 
# International Journal of Information Technology and Web 
# Engineering, 1(3), 17–26.
# 
date	markmail permalink	type(code, personal, both, unsure)	mail excerpt
7/16/2012 9:50:18	http://markmail.org/message/stthptqsofmabsfe	B	Guys, stop it now. Your "problem" isn't what any sane person cares about, and isn't what I started the RFC for. Seriously. NOBODY CARES. ... Stop whining.
7/23/2012 12:08:58	http://markmail.org/message/7uuk2at4vzrd3vve	B	Seriously. People who use BUG() statements like some kind of assert() are a menace to society. They kill machines.
7/31/2012 14:53:42	http://markmail.org/message/ulgml3kxn4ys56ez	C	And the commit seems to be pure shit. Why is it pure shit? Look at what users are left. THERE ARE NO USERS THAT SET THAT FIELD ANY MORE! ... I've pulled the changes for now, but I absolutely *detest* seeing things like this. ...
9/5/2012 19:46:40	http://markmail.org/message/bjt22z2iyiidsij3	C	Stop this "we can break stuff" crap. Who maintains udev? Regressions are not acceptable. I'm not going to change the kernel because udev broke, f*ck it. Seriously. More projects need to realize that regressions are totally and utterly unacceptable. ... That just encourages those package maintainers to be shit maintainers. ... And stop blaming the kernel for user space breakage!...
9/14/2012 14:14:34	http://markmail.org/message/adaxvroyz33wz2ff	B	This patch is insane. This is pure garbage. Anybody who thinks this: ... is a good idea should be shot. Don't do it. ...That's just f*cking insane. Stop this kind of idiocy. The code looks bad, and the logic is pure shit too.
9/16/2012 12:56:37	http://markmail.org/message/j3uroyzkdx3nqghw	C	... And it really is all stupidly and badly done. I bet we can make that code faster without really changing the  end result at all, just changing the algorithm. ... In fact, looking at select_idle_sibling(), I just want to puke. The thing is crazy. ... instead it does totally f*cking insane things ... The code is shit. Just fix the shit, instead of trying to come up with some totally different model. Ok? ...
9/30/2012 10:50:58	http://markmail.org/message/exu4jozhhfdbxf3t	B	... I don't understand why this seems to be so hard for people to understand. ...this whole thread is a wonderful example of how F*CKING STUPID it was to even consider it. ... SO STOP DOING ABI CHANGES. WE DON'T DO THEM. ...but anybody who does it on purpose "just because" should not be involved in kernel development (or library development for that matter).
10/3/2012 7:44:07	http://markmail.org/message/2s4sahuqnnfxytjc	B	Stop this idiocy. ... The fact that you then continually try to make this a "kernel issue" is just disgusting. Talking about the kernel solving it "properly" is pretty dishonest, when the kernel wasn't the problem in the first place. 
10/3/2012 11:06:47	http://markmail.org/message/5fqjb4vjzh6idyzm	P	I also call bullshit on your "it will surely be fixed when we know what's the right fix" excuses. The fact is, you've spent the last several months blaming everybody but yourself, and actively told people to stop blaming you: ... despite having clearly seen the patch (you *replied* to it, for chissake, and I even told you in that same thread why that reply was wrong at the time). ... Kay, you are so full of sh*t that it's not funny. You're refusing to acknowledge your bugs, you refuse to fix them even when a patch is sent to you, and then you make excuses for the fact that we have to work around *your* bugs, and say that we should have done so from the very beginning. Yes, doing it in the kernel is "more robust". But don't play games, and stop the lying.
10/13/2012 17:33:52	http://markmail.org/message/drhzuge43dxaqfqb	C	David, I want to make it very clear that if you *ever* suggest another big include file cleanup, I will say "f*ck no" and block you from my emails forever. Ok? So don't bother. We're done with these kinds of games. Forever. It's not worth it, don't ever suggest it again for some other "cleanup".
10/17/2012 15:44:05	http://markmail.org/message/r3sjrhts3t7bqdxm	C	That's just disgusting crazy talk. Christ, David, get a grip on yourself. ...
10/25/2012 13:10:04	http://markmail.org/message/54aixu5ngczjm46r	C	Stop doing this f*cking crazy ad-hoc "I have some other name available" #defines. Use the same name, for chissake! Don't make up new random names. Just do ... to define the generic thing. Instead of having this INSANE "two different names for the same f*cking thing" crap. Stop it. Really. ...So NAK on this whole patch. It's bad. It's ugly, it's wrong, and it's actively buggy.
10/25/2012 13:16:56	http://markmail.org/message/heh52ti35sar5odm	B	Did anybody ever actually look at this sh*t-for-brains patch? Yeah, I'm grumpy. But I'm wasting time looking at patches that have new code in them that is stupid and retarded. This is the VM, guys, we don't add stupid and retarded code. LOOK at the code, for chrissake. Just look at it. And if you don't see why the above is stupid and retarded, you damn well shouldn't be touching VM code.
